CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2022,CA-600,Los Angeles County CoC,35-44,16818
2022,CA-600,Los Angeles County CoC,45-54,13621
2022,CA-600,Los Angeles County CoC,55-64,12951
2022,CA-600,Los Angeles County CoC,65+,5502
2022,CA-600,Los Angeles County CoC,Invalid,18
2022,CA-600,Los Angeles County CoC,Under 18,13357
2022,CA-600,Los Angeles County CoC,Unknown,2647
2022,CA-601,San Diego County CoC,18-24,1960
2022,CA-601,San Diego County CoC,25-34,4152
2022,CA-601,San Diego County CoC,35-44,4331
2022,CA-601,San Diego County CoC,45-54,3792
2022,CA-601,San Diego County CoC,55-64,3998
2022,CA-601,San Diego County CoC,65+,1742
2022,CA-601,San Diego County CoC,Invalid,*
2022,CA-601,San Diego County CoC,Under 18,5172
2022,CA-601,San Diego County CoC,Unknown,206
2022,CA-602,Orange County CoC,18-24,1815
2022,CA-602,Orange County CoC,25-34,3141
2022,CA-602,Orange County CoC,35-44,3034
2022,CA-602,Orange County CoC,45-54,2546
2022,CA-602,Orange County CoC,55-64,2524
2022,CA-602,Orange County CoC,65+,1254
2022,CA-602,Orange County CoC,Invalid,*
2022,CA-602,Orange County CoC,Under 18,3490
2022,CA-602,Orange County CoC,Unknown,3638
2022,CA-603,Santa Barbara County CoC,18-24,317
2022,CA-603,Santa Barbara County CoC,25-34,715
2022,CA-603,Santa Barbara County CoC,35-44,730
2022,CA-603,Santa Barbara County CoC,45-54,597
2022,CA-603,Santa Barbara County CoC,55-64,666
2022,CA-603,Santa Barbara County CoC,65+,350
2022,CA-603,Santa Barbara County CoC,Under 18,1083
2022,CA-603,Santa Barbara County CoC,Unknown,*
2022,CA-604,Kern County CoC,18-24,679
2022,CA-604,Kern County CoC,25-34,1399
2022,CA-604,Kern County CoC,35-44,1446
2022,CA-604,Kern County CoC,45-54,1118
2022,CA-604,Kern County CoC,55-64,975
2022,CA-604,Kern County CoC,65+,330
2022,CA-604,Kern County CoC,Invalid,*
2022,CA-604,Kern County CoC,Under 18,1508
2022,CA-604,Kern County CoC,Unknown,*
2022,CA-606,Long Beach CoC (Los Angeles County),18-24,255
2022,CA-606,Long Beach CoC (Los Angeles County),25-34,592
2022,CA-606,Long Beach CoC (Los Angeles County),35-44,653
2022,CA-606,Long Beach CoC (Los Angeles County),45-54,603
2022,CA-606,Long Beach CoC (Los Angeles County),55-64,790
2022,CA-606,Long Beach CoC (Los Angeles County),65+,457
2022,CA-606,Long Beach CoC (Los Angeles County),Under 18,415
2022,CA-606,Long Beach CoC (Los Angeles County),Unknown,17
2022,CA-607,Pasadena CoC (Los Angeles County),18-24,115
2022,CA-607,Pasadena CoC (Los Angeles County),25-34,184
2022,CA-607,Pasadena CoC (Los Angeles County),35-44,181
2022,CA-607,Pasadena CoC (Los Angeles County),45-54,209
2022,CA-607,Pasadena CoC (Los Angeles County),55-64,260
2022,CA-607,Pasadena CoC (Los Angeles County),65+,134
2022,CA-607,Pasadena CoC (Los Angeles County),Under 18,170
2022,CA-607,Pasadena CoC (Los Angeles County),Unknown,45
2022,CA-608,Riverside County CoC,18-24,755
2022,CA-608,Riverside County CoC,25-34,1898
2022,CA-608,Riverside County CoC,35-44,1818
2022,CA-608,Riverside County CoC,45-54,1453
2022,CA-608,Riverside County CoC,55-64,1318
2022,CA-608,Riverside County CoC,65+,589
2022,CA-608,Riverside County CoC,Invalid,*
2022,CA-608,Riverside County CoC,Under 18,2895
2022,CA-608,Riverside County CoC,Unknown,117
2022,CA-609,San Bernardino County CoC,18-24,927
2022,CA-609,San Bernardino County CoC,25-34,1489
2022,CA-609,San Bernardino County CoC,35-44,1498
2022,CA-609,San Bernardino County CoC,45-54,1019
2022,CA-609,San Bernardino County CoC,55-64,1061
2022,CA-609,San Bernardino County CoC,65+,451
2022,CA-609,San Bernardino County CoC,Invalid,*
2022,CA-609,San Bernardino County CoC,Under 18,3282
2022,CA-609,San Bernardino County CoC,Unknown,18
2022,CA-611,Ventura County CoC,18-24,180
2022,CA-611,Ventura County CoC,25-34,409
2022,CA-611,Ventura County CoC,35-44,474
2022,CA-611,Ventura County CoC,45-54,552
2022,CA-611,Ventura County CoC,55-64,651
2022,CA-611,Ventura County CoC,65+,385
2022,CA-611,Ventura County CoC,Invalid,*
2022,CA-611,Ventura County CoC,Under 18,470
2022,CA-611,Ventura County CoC,Unknown,*
2022,CA-612,Glendale CoC (Los Angeles County),18-24,63
2022,CA-612,Glendale CoC (Los Angeles County),25-34,109
2022,CA-612,Glendale CoC (Los Angeles County),35-44,113
2022,CA-612,Glendale CoC (Los Angeles County),45-54,130
2022,CA-612,Glendale CoC (Los Angeles County),55-64,170
2022,CA-612,Glendale CoC (Los Angeles County),65+,101
2022,CA-612,Glendale CoC (Los Angeles County),Under 18,105
2022,CA-613,Imperial County CoC,18-24,188
2022,CA-613,Imperial County CoC,25-34,262
2022,CA-613,Imperial County CoC,35-44,210
2022,CA-613,Imperial County CoC,45-54,132
2022,CA-613,Imperial County CoC,55-64,124
2022,CA-613,Imperial County CoC,65+,63
2022,CA-613,Imperial County CoC,Invalid,*
2022,CA-613,Imperial County CoC,Under 18,868
2022,CA-613,Imperial County CoC,Unknown,21
2022,CA-614,San Luis Obispo County CoC,18-24,175
2022,CA-614,San Luis Obispo County CoC,25-34,486
2022,CA-614,San Luis Obispo County CoC,35-44,465
2022,CA-614,San Luis Obispo County CoC,45-54,369
2022,CA-614,San Luis Obispo County CoC,55-64,343
2022,CA-614,San Luis Obispo County CoC,65+,179
2022,CA-614,San Luis Obispo County CoC,Invalid,*
2022,CA-614,San Luis Obispo County CoC,Under 18,710
2023,All,California,18-24,25768
2023,All,California,25-34,57563
2023,All,California,35-44,60490
2023,All,California,45-54,47545
2023,All,California,55-64,44315
2023,All,California,65+,21290
2023,All,California,Invalid,95
2023,All,California,Under 18,71677
2023,All,California,Unknown,6864
2023,CA-500,Santa Clara County CoC,18-24,1206
2023,CA-500,Santa Clara County CoC,25-34,2404
2023,CA-500,Santa Clara County CoC,35-44,2602
2023,CA-500,Santa Clara County CoC,45-54,1960
2023,CA-500,Santa Clara County CoC,55-64,1909
2023,CA-500,Santa Clara County CoC,65+,909
2023,CA-500,Santa Clara County CoC,Invalid,*
2023,CA-500,Santa Clara County CoC,Under 18,4549
2023,CA-500,Santa Clara County CoC,Unknown,*
2023,CA-501,San Francisco CoC,18-24,2089
2023,CA-501,San Francisco CoC,25-34,4068
2023,CA-501,San Francisco CoC,35-44,3985
2023,CA-501,San Francisco CoC,45-54,2767
2023,CA-501,San Francisco CoC,55-64,2112
2023,CA-501,San Francisco CoC,65+,921
2023,CA-501,San Francisco CoC,Invalid,*
2023,CA-501,San Francisco CoC,Under 18,4232
2023,CA-501,San Francisco CoC,Unknown,45
2023,CA-502,Alameda County CoC,18-24,1126
2023,CA-502,Alameda County CoC,25-34,2438
2023,CA-502,Alameda County CoC,35-44,2364
2023,CA-502,Alameda County CoC,45-54,2048
2023,CA-502,Alameda County CoC,55-64,2112
2023,CA-502,Alameda County CoC,65+,949
2023,CA-502,Alameda County CoC,Under 18,2316
2023,CA-502,Alameda County CoC,Unknown,*
2023,CA-503,Sacramento County CoC,18-24,1284
2023,CA-503,Sacramento County CoC,25-34,1787
2023,CA-503,Sacramento County CoC,35-44,1933
2023,CA-503,Sacramento County CoC,45-54,1596
2023,CA-503,Sacramento County CoC,55-64,1644
2023,CA-503,Sacramento County CoC,65+,786
2023,CA-503,Sacramento County CoC,Invalid,*
2023,CA-503,Sacramento County CoC,Under 18,4267
2023,CA-503,Sacramento County CoC,Unknown,12
2023,CA-504,Sonoma County CoC,18-24,229
2023,CA-504,Sonoma County CoC,25-34,385
2023,CA-504,Sonoma County CoC,35-44,540
2023,CA-504,Sonoma County CoC,45-54,495
2023,CA-504,Sonoma County CoC,55-64,517
2023,CA-504,Sonoma County CoC,65+,306
2023,CA-504,Sonoma County CoC,Invalid,*
2023,CA-504,Sonoma County CoC,Under 18,625
2023,CA-505,Contra Costa County CoC,18-24,616
2023,CA-505,Contra Costa County CoC,25-34,1271
2023,CA-505,Contra Costa County CoC,35-44,1446
2023,CA-505,Contra Costa County CoC,45-54,1268
2023,CA-505,Contra Costa County CoC,55-64,1273
2023,CA-505,Contra Costa County CoC,65+,587
2023,CA-505,Contra Costa County CoC,Under 18,1524
2023,CA-506,"Monterey, San Benito Counties CoC",18-24,322
2023,CA-506,"Monterey, San Benito Counties CoC",25-34,500
2023,CA-506,"Monterey, San Benito Counties CoC",35-44,579
2023,CA-506,"Monterey, San Benito Counties CoC",45-54,401
2023,CA-506,"Monterey, San Benito Counties CoC",55-64,372
2023,CA-506,"Monterey, San Benito Counties CoC",65+,216
2023,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
2023,CA-506,"Monterey, San Benito Counties CoC",Under 18,884
2023,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
2023,CA-507,Marin County CoC,18-24,105
2023,CA-507,Marin County CoC,25-34,276
2023,CA-507,Marin County CoC,35-44,311
2023,CA-507,Marin County CoC,45-54,250
2023,CA-507,Marin County CoC,55-64,305
2023,CA-507,Marin County CoC,65+,188
2023,CA-507,Marin County CoC,Under 18,450
2023,CA-507,Marin County CoC,Unknown,23
2023,CA-508,Santa Cruz County CoC,18-24,121
2023,CA-508,Santa Cruz County CoC,25-34,271
2023,CA-508,Santa Cruz County CoC,35-44,315
2023,CA-508,Santa Cruz County CoC,45-54,232
2023,CA-508,Santa Cruz County CoC,55-64,269
2023,CA-508,Santa Cruz County CoC,65+,206
2023,CA-508,Santa Cruz County CoC,Invalid,*
2023,CA-508,Santa Cruz County CoC,Under 18,545
2023,CA-508,Santa Cruz County CoC,Unknown,*
2023,CA-509,Mendocino County CoC,18-24,89
2023,CA-509,Mendocino County CoC,25-34,244
2023,CA-509,Mendocino County CoC,35-44,265
2023,CA-509,Mendocino County CoC,45-54,225
2023,CA-509,Mendocino County CoC,55-64,183
2023,CA-509,Mendocino County CoC,65+,118
2023,CA-509,Mendocino County CoC,Invalid,*
2023,CA-509,Mendocino County CoC,Under 18,428
2023,CA-509,Mendocino County CoC,Unknown,*
2023,CA-510,Stanislaus County CoC,18-24,549
2023,CA-510,Stanislaus County CoC,25-34,991
2023,CA-510,Stanislaus County CoC,35-44,1115
2023,CA-510,Stanislaus County CoC,45-54,893
2023,CA-510,Stanislaus County CoC,55-64,852
2023,CA-510,Stanislaus County CoC,65+,295
2023,CA-510,Stanislaus County CoC,Under 18,1637
2023,CA-510,Stanislaus County CoC,Unknown,*
2023,CA-511,San Joaquin County CoC,18-24,574
2023,CA-511,San Joaquin County CoC,25-34,1357
2023,CA-511,San Joaquin County CoC,35-44,1235
2023,CA-511,San Joaquin County CoC,45-54,757
2023,CA-511,San Joaquin County CoC,55-64,732
2023,CA-511,San Joaquin County CoC,65+,371
2023,CA-511,San Joaquin County CoC,Under 18,3819
2023,CA-511,San Joaquin County CoC,Unknown,37
2023,CA-512,San Mateo County CoC,18-24,309
2023,CA-512,San Mateo County CoC,25-34,732
2023,CA-512,San Mateo County CoC,35-44,824
2023,CA-512,San Mateo County CoC,45-54,656
2023,CA-512,San Mateo County CoC,55-64,670
2023,CA-512,San Mateo County CoC,65+,389
2023,CA-512,San Mateo County CoC,Under 18,1204
2023,CA-512,San Mateo County CoC,Unknown,31
2023,CA-513,"Kings, Tulare Counties CoC",18-24,386
2023,CA-513,"Kings, Tulare Counties CoC",25-34,760
2023,CA-513,"Kings, Tulare Counties CoC",35-44,877
2023,CA-513,"Kings, Tulare Counties CoC",45-54,686
2023,CA-513,"Kings, Tulare Counties CoC",55-64,532
2023,CA-513,"Kings, Tulare Counties CoC",65+,211
2023,CA-513,"Kings, Tulare Counties CoC",Under 18,1406
2023,CA-514,"Fresno, Madera Counties CoC",18-24,813
2023,CA-514,"Fresno, Madera Counties CoC",25-34,1907
2023,CA-514,"Fresno, Madera Counties CoC",35-44,2557
2023,CA-514,"Fresno, Madera Counties CoC",45-54,2116
2023,CA-514,"Fresno, Madera Counties CoC",55-64,1746
2023,CA-514,"Fresno, Madera Counties CoC",65+,622
2023,CA-514,"Fresno, Madera Counties CoC",Invalid,*
2023,CA-514,"Fresno, Madera Counties CoC",Under 18,1777
2023,CA-514,"Fresno, Madera Counties CoC",Unknown,88
2023,CA-515,Placer County CoC,18-24,226
2023,CA-515,Placer County CoC,25-34,463
2023,CA-515,Placer County CoC,35-44,547
2023,CA-515,Placer County CoC,45-54,415
2023,CA-515,Placer County CoC,55-64,365
2023,CA-515,Placer County CoC,65+,173
2023,CA-515,Placer County CoC,Invalid,*
2023,CA-515,Placer County CoC,Under 18,443
2023,CA-515,Placer County CoC,Unknown,*
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,157
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,364
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,444
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,304
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,343
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,165
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,674
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,25
2023,CA-517,Napa County CoC,18-24,69
2023,CA-517,Napa County CoC,25-34,164
2023,CA-517,Napa County CoC,35-44,196
2023,CA-517,Napa County CoC,45-54,151
2023,CA-517,Napa County CoC,55-64,157
2023,CA-517,Napa County CoC,65+,56
2023,CA-517,Napa County CoC,Invalid,*
2023,CA-517,Napa County CoC,Under 18,248
2023,CA-518,Solano County CoC,18-24,118
2023,CA-518,Solano County CoC,25-34,267
2023,CA-518,Solano County CoC,35-44,271
2023,CA-518,Solano County CoC,45-54,217
2023,CA-518,Solano County CoC,55-64,287
2023,CA-518,Solano County CoC,65+,137
2023,CA-518,Solano County CoC,Under 18,199
2023,CA-518,Solano County CoC,Unknown,*
2023,CA-519,Butte County CoC,18-24,318
2023,CA-519,Butte County CoC,25-34,729
2023,CA-519,Butte County CoC,35-44,864
2023,CA-519,Butte County CoC,45-54,596
2023,CA-519,Butte County CoC,55-64,568
2023,CA-519,Butte County CoC,65+,333
2023,CA-519,Butte County CoC,Under 18,984
2023,CA-519,Butte County CoC,Unknown,28
2023,CA-520,Merced County CoC,18-24,259
2023,CA-520,Merced County CoC,25-34,509
2023,CA-520,Merced County CoC,35-44,589
2023,CA-520,Merced County CoC,45-54,371
2023,CA-520,Merced County CoC,55-64,306
2023,CA-520,Merced County CoC,65+,144
2023,CA-520,Merced County CoC,Under 18,1063
2023,CA-520,Merced County CoC,Unknown,*
2023,CA-521,Yolo County CoC,18-24,86
2023,CA-521,Yolo County CoC,25-34,212
2023,CA-521,Yolo County CoC,35-44,265
2023,CA-521,Yolo County CoC,45-54,160
2023,CA-521,Yolo County CoC,55-64,165
2023,CA-521,Yolo County CoC,65+,78
2023,CA-521,Yolo County CoC,Under 18,583
2023,CA-521,Yolo County CoC,Unknown,*
2023,CA-522,Humboldt County CoC,18-24,253
2023,CA-522,Humboldt County CoC,25-34,385
2023,CA-522,Humboldt County CoC,35-44,582
2023,CA-522,Humboldt County CoC,45-54,489
2023,CA-522,Humboldt County CoC,55-64,417
2023,CA-522,Humboldt County CoC,65+,193
2023,CA-522,Humboldt County CoC,Invalid,*
2023,CA-522,Humboldt County CoC,Under 18,425
2023,CA-522,Humboldt County CoC,Unknown,15
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,35
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,100
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,84
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,57
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,64
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,35
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Invalid,*
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,209
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2023,CA-524,"Yuba, Sutter Counties CoC",18-24,197
2023,CA-524,"Yuba, Sutter Counties CoC",25-34,477
2023,CA-524,"Yuba, Sutter Counties CoC",35-44,508
2023,CA-524,"Yuba, Sutter Counties CoC",45-54,329
2023,CA-524,"Yuba, Sutter Counties CoC",55-64,331
2023,CA-524,"Yuba, Sutter Counties CoC",65+,149
2023,CA-524,"Yuba, Sutter Counties CoC",Invalid,*
2023,CA-524,"Yuba, Sutter Counties CoC",Under 18,1020
2023,CA-525,El Dorado County CoC,18-24,44
2023,CA-525,El Dorado County CoC,25-34,69
2023,CA-525,El Dorado County CoC,35-44,97
2023,CA-525,El Dorado County CoC,45-54,81
2023,CA-525,El Dorado County CoC,55-64,92
2023,CA-525,El Dorado County CoC,65+,54
2023,CA-525,El Dorado County CoC,Under 18,195
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,71
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,137
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,143
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,121
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,101
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,76
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Invalid,*
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,294
2023,CA-527,Tehama County CoC,18-24,35
2023,CA-527,Tehama County CoC,25-34,87
2023,CA-527,Tehama County CoC,35-44,117
2023,CA-527,Tehama County CoC,45-54,86
2023,CA-527,Tehama County CoC,55-64,73
2023,CA-527,Tehama County CoC,65+,40
2023,CA-527,Tehama County CoC,Invalid,*
2023,CA-527,Tehama County CoC,Under 18,184
2023,CA-527,Tehama County CoC,Unknown,56
2023,CA-529,Lake County CoC,18-24,26
2023,CA-529,Lake County CoC,25-34,69
2023,CA-529,Lake County CoC,35-44,78
2023,CA-529,Lake County CoC,45-54,74
2023,CA-529,Lake County CoC,55-64,76
2023,CA-529,Lake County CoC,65+,37
2023,CA-529,Lake County CoC,Invalid,*
2023,CA-529,Lake County CoC,Under 18,100
2023,CA-529,Lake County CoC,Unknown,16
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,*
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,14
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,20
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,*
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,*
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,13
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,70
2023,CA-531,Nevada County CoC,18-24,80
2023,CA-531,Nevada County CoC,25-34,234
2023,CA-531,Nevada County CoC,35-44,236
2023,CA-531,Nevada County CoC,45-54,179
2023,CA-531,Nevada County CoC,55-64,184
2023,CA-531,Nevada County CoC,65+,111
2023,CA-531,Nevada County CoC,Invalid,*
2023,CA-531,Nevada County CoC,Under 18,207
2023,CA-531,Nevada County CoC,Unknown,*
2023,CA-600,Los Angeles County CoC,18-24,7331
2023,CA-600,Los Angeles County CoC,25-34,19298
2023,CA-600,Los Angeles County CoC,35-44,19426
2023,CA-600,Los Angeles County CoC,45-54,15106
2023,CA-600,Los Angeles County CoC,55-64,13460
2023,CA-600,Los Angeles County CoC,65+,6033
2023,CA-600,Los Angeles County CoC,Invalid,23
2023,CA-600,Los Angeles County CoC,Under 18,14566
2023,CA-600,Los Angeles County CoC,Unknown,2730
2023,CA-601,San Diego County CoC,18-24,2149
2023,CA-601,San Diego County CoC,25-34,4573
2023,CA-601,San Diego County CoC,35-44,4720
2023,CA-601,San Diego County CoC,45-54,3958
2023,CA-601,San Diego County CoC,55-64,3914
2023,CA-601,San Diego County CoC,65+,1929
2023,CA-601,San Diego County CoC,Invalid,27
2023,CA-601,San Diego County CoC,Under 18,5848
2023,CA-601,San Diego County CoC,Unknown,242
2023,CA-602,Orange County CoC,18-24,1434
2023,CA-602,Orange County CoC,25-34,3231
2023,CA-602,Orange County CoC,35-44,3419
2023,CA-602,Orange County CoC,45-54,3019
2023,CA-602,Orange County CoC,55-64,2801
2023,CA-602,Orange County CoC,65+,1626
2023,CA-602,Orange County CoC,Invalid,*
2023,CA-602,Orange County CoC,Under 18,3514
2023,CA-602,Orange County CoC,Unknown,3094
2023,CA-603,Santa Barbara County CoC,18-24,362
2023,CA-603,Santa Barbara County CoC,25-34,705
2023,CA-603,Santa Barbara County CoC,35-44,789
2023,CA-603,Santa Barbara County CoC,45-54,676
2023,CA-603,Santa Barbara County CoC,55-64,704
2023,CA-603,Santa Barbara County CoC,65+,404
2023,CA-603,Santa Barbara County CoC,Invalid,*
2023,CA-603,Santa Barbara County CoC,Under 18,1191
2023,CA-603,Santa Barbara County CoC,Unknown,72
2023,CA-604,Kern County CoC,18-24,768
2023,CA-604,Kern County CoC,25-34,1424
2023,CA-604,Kern County CoC,35-44,1606
2023,CA-604,Kern County CoC,45-54,1188
2023,CA-604,Kern County CoC,55-64,1028
2023,CA-604,Kern County CoC,65+,376
2023,CA-604,Kern County CoC,Under 18,1407
2023,CA-604,Kern County CoC,Unknown,*
2023,CA-606,Long Beach CoC (Los Angeles County),18-24,362
2023,CA-606,Long Beach CoC (Los Angeles County),25-34,1114
2023,CA-606,Long Beach CoC (Los Angeles County),35-44,1279
2023,CA-606,Long Beach CoC (Los Angeles County),45-54,1102
2023,CA-606,Long Beach CoC (Los Angeles County),55-64,1163
2023,CA-606,Long Beach CoC (Los Angeles County),65+,612
2023,CA-606,Long Beach CoC (Los Angeles County),Under 18,443
2023,CA-606,Long Beach CoC (Los Angeles County),Unknown,45
2023,CA-607,Pasadena CoC (Los Angeles County),18-24,124
2023,CA-607,Pasadena CoC (Los Angeles County),25-34,248
2023,CA-607,Pasadena CoC (Los Angeles County),35-44,234
2023,CA-607,Pasadena CoC (Los Angeles County),45-54,229
2023,CA-607,Pasadena CoC (Los Angeles County),55-64,278
2023,CA-607,Pasadena CoC (Los Angeles County),65+,157
2023,CA-607,Pasadena CoC (Los Angeles County),Under 18,209
2023,CA-607,Pasadena CoC (Los Angeles County),Unknown,40
2023,CA-608,Riverside County CoC,18-24,828
2023,CA-608,Riverside County CoC,25-34,2368
2023,CA-608,Riverside County CoC,35-44,2308
2023,CA-608,Riverside County CoC,45-54,1700
2023,CA-608,Riverside County CoC,55-64,1544
2023,CA-608,Riverside County CoC,65+,778
2023,CA-608,Riverside County CoC,Under 18,3395
2023,CA-608,Riverside County CoC,Unknown,155
2023,CA-609,San Bernardino County CoC,18-24,762
2023,CA-609,San Bernardino County CoC,25-34,1364
2023,CA-609,San Bernardino County CoC,35-44,1329
2023,CA-609,San Bernardino County CoC,45-54,985
2023,CA-609,San Bernardino County CoC,55-64,933
2023,CA-609,San Bernardino County CoC,65+,454
2023,CA-609,San Bernardino County CoC,Under 18,3012
2023,CA-609,San Bernardino County CoC,Unknown,28
2023,CA-611,Ventura County CoC,18-24,183
2023,CA-611,Ventura County CoC,25-34,372
2023,CA-611,Ventura County CoC,35-44,512
2023,CA-611,Ventura County CoC,45-54,557
2023,CA-611,Ventura County CoC,55-64,663
2023,CA-611,Ventura County CoC,65+,383
2023,CA-611,Ventura County CoC,Invalid,*
2023,CA-611,Ventura County CoC,Under 18,450
2023,CA-611,Ventura County CoC,Unknown,12
2023,CA-612,Glendale CoC (Los Angeles County),18-24,53
2023,CA-612,Glendale CoC (Los Angeles County),25-34,121
2023,CA-612,Glendale CoC (Los Angeles County),35-44,124
2023,CA-612,Glendale CoC (Los Angeles County),45-54,127
2023,CA-612,Glendale CoC (Los Angeles County),55-64,180
2023,CA-612,Glendale CoC (Los Angeles County),65+,112
2023,CA-612,Glendale CoC (Los Angeles County),Under 18,141
2023,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2023,CA-613,Imperial County CoC,18-24,168
2023,CA-613,Imperial County CoC,25-34,249
2023,CA-613,Imperial County CoC,35-44,184
2023,CA-613,Imperial County CoC,45-54,91
2023,CA-613,Imperial County CoC,55-64,74
2023,CA-613,Imperial County CoC,65+,55
2023,CA-613,Imperial County CoC,Invalid,*
2023,CA-613,Imperial County CoC,Under 18,982
2023,CA-613,Imperial County CoC,Unknown,*
2023,CA-614,San Luis Obispo County CoC,18-24,180
2023,CA-614,San Luis Obispo County CoC,25-34,535
2023,CA-614,San Luis Obispo County CoC,35-44,560
2023,CA-614,San Luis Obispo County CoC,45-54,435
2023,CA-614,San Luis Obispo County CoC,55-64,348
2023,CA-614,San Luis Obispo County CoC,65+,217
2023,CA-614,San Luis Obispo County CoC,Invalid,*
2023,CA-614,San Luis Obispo County CoC,Under 18,863
2024,All,California,18-24,26532
2024,All,California,25-34,60162
2024,All,California,35-44,65209
2024,All,California,45-54,49107
2024,All,California,55-64,45249
2024,All,California,65+,22399
2024,All,California,Invalid,25
2024,All,California,Under 18,76551
2024,All,California,Unknown,7395
2024,CA-500,Santa Clara County CoC,18-24,1295
2024,CA-500,Santa Clara County CoC,25-34,2414
2024,CA-500,Santa Clara County CoC,35-44,2585
2024,CA-500,Santa Clara County CoC,45-54,1925
2024,CA-500,Santa Clara County CoC,55-64,1884
2024,CA-500,Santa Clara County CoC,65+,922
2024,CA-500,Santa Clara County CoC,Invalid,*
2024,CA-500,Santa Clara County CoC,Under 18,4619
2024,CA-500,Santa Clara County CoC,Unknown,*
2024,CA-501,San Francisco CoC,18-24,2240
2024,CA-501,San Francisco CoC,25-34,4597
2024,CA-501,San Francisco CoC,35-44,4608
2024,CA-501,San Francisco CoC,45-54,2991
2024,CA-501,San Francisco CoC,55-64,2174
2024,CA-501,San Francisco CoC,65+,1002
2024,CA-501,San Francisco CoC,Invalid,*
2024,CA-501,San Francisco CoC,Under 18,4790
2024,CA-501,San Francisco CoC,Unknown,37
2024,CA-502,Alameda County CoC,18-24,1271
2024,CA-502,Alameda County CoC,25-34,2676
2024,CA-502,Alameda County CoC,35-44,2696
2024,CA-502,Alameda County CoC,45-54,2233
2024,CA-502,Alameda County CoC,55-64,2208
2024,CA-502,Alameda County CoC,65+,1153
2024,CA-502,Alameda County CoC,Under 18,2706
2024,CA-502,Alameda County CoC,Unknown,12
2024,CA-503,Sacramento County CoC,18-24,1359
2024,CA-503,Sacramento County CoC,25-34,2102
2024,CA-503,Sacramento County CoC,35-44,2377
2024,CA-503,Sacramento County CoC,45-54,1866
2024,CA-503,Sacramento County CoC,55-64,1867
2024,CA-503,Sacramento County CoC,65+,895
2024,CA-503,Sacramento County CoC,Under 18,4712
2024,CA-503,Sacramento County CoC,Unknown,11
2024,CA-504,Sonoma County CoC,18-24,302
2024,CA-504,Sonoma County CoC,25-34,532
2024,CA-504,Sonoma County CoC,35-44,676
2024,CA-504,Sonoma County CoC,45-54,585
2024,CA-504,Sonoma County CoC,55-64,640
